1788556958.275127 server started (14521): version 3.7c, socket /tmp/tmux-1000/default, protocol 8
1788556958.275150 on Linux 7.1.13-200.fc44.x86_64 #1 SMP PREEMPT_DYNAMIC Wed Sep  2 13:58:38 UTC 2026
1788556958.275167 using libevent 2.1.12-stable poll
1788556958.275174 using ncurses 6.6 20251230
1788556958.347599 cmd_parse_build_commands 0:3 0:0: send
1788556958.347605 cmd_parse_build_commands 0:3 0:1: -X
1788556958.347611 cmd_parse_build_commands 0:3 0:2: next-paragraph
1788556958.347624 cmd_parse_build_commands 0:0: send
1788556958.347630 cmd_parse_build_commands 0:1: -X
1788556958.347636 cmd_parse_build_commands 0:2: next-paragraph
1788556958.347643 args_parse_flags: next -X
1788556958.347649 args_parse_flags: -X
1788556958.347655 args_parse_flags: next next-paragraph
1788556958.347661 args_parse: flags end at 2 of 3
1788556958.347668 args_parse: 2 = next-paragraph (type STRING)
1788556958.347675 cmd_parse_build_commands: send-keys -X next-paragraph
1788556958.347681 args_parse_flags: next -Tcopy-mode
1788556958.347687 args_parse_flag_argument: -T = copy-mode
1788556958.347693 args_parse_flags: next M-}
1788556958.347699 args_parse: flags end at 2 of 4
1788556958.347705 args_parse: 2 = M-} (type STRING)
1788556958.347712 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1788556958.347720 cmd_parse_build_commands: bind-key -T copy-mode "M-}" { send-keys -X next-paragraph }
1788556958.347728 cmdq_get_command: [bind-key/0x55e89ab5ccb0] group 2061
1788556958.347734 cmdq_append <global>: [bind-key/0x55e89ab5ccb0]
1788556958.347739 yylex_token: end at WS
1788556958.347745 yylex_token: bind
1788556958.347753 yylex_token: end at WS
1788556958.347758 yylex_token: -Tcopy-mode
1788556958.347764 yylex_token: end at WS
1788556958.347770 yylex_token: M-Up
1788556958.347776 yylex_token: end at WS
1788556958.347782 yylex_token: send
1788556958.347788 yylex_token: end at WS
1788556958.347794 yylex_token: -X
1788556958.347812 yylex_token: end at WS
1788556958.347818 yylex_token: halfpage-up
1788556958.347825 cmd_parse_build_commands 0:0: bind
1788556958.347832 cmd_parse_build_commands 0:1: -Tcopy-mode
1788556958.347838 cmd_parse_build_commands 0:2: M-Up
1788556958.347845 cmd_parse_build_commands 0:3 0:0: send
1788556958.347851 cmd_parse_build_commands 0:3 0:1: -X
1788556958.347857 cmd_parse_build_commands 0:3 0:2: halfpage-up
1788556958.347865 cmd_parse_build_commands 0:0: send
1788556958.347871 cmd_parse_build_commands 0:1: -X
1788556958.347877 cmd_parse_build_commands 0:2: halfpage-up
1788556958.347884 args_parse_flags: next -X
1788556958.347890 args_parse_flags: -X
1788556958.347896 args_parse_flags: next halfpage-up
1788556958.347902 args_parse: flags end at 2 of 3
1788556958.347908 args_parse: 2 = halfpage-up (type STRING)
1788556958.347915 cmd_parse_build_commands: send-keys -X halfpage-up
1788556958.347922 args_parse_flags: next -Tcopy-mode
1788556958.347932 args_parse_flag_argument: -T = copy-mode
1788556958.347940 args_parse_flags: next M-Up
1788556958.347946 args_parse: flags end at 2 of 4
1788556958.347952 args_parse: 2 = M-Up (type STRING)
1788556958.347959 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1788556958.347967 cmd_parse_build_commands: bind-key -T copy-mode M-Up { send-keys -X halfpage-up }
1788556958.347973 cmdq_get_command: [bind-key/0x55e89ab5d2b0] group 2069
1788556958.347981 cmdq_append <global>: [bind-key/0x55e89ab5d2b0]
1788556958.347986 yylex_token: end at WS
1788556958.347992 yylex_token: bind
1788556958.347998 yylex_token: end at WS
1788556958.348004 yylex_token: -Tcopy-mode
1788556958.348010 yylex_token: end at WS
1788556958.348016 yylex_token: M-Down
1788556958.348023 yylex_token: end at WS
1788556958.348029 yylex_token: send
1788556958.348035 yylex_token: end at WS
1788556958.348041 yylex_token: -X
1788556958.348047 yylex_token: end at WS
1788556958.348053 yylex_token: halfpage-down
1788556958.348060 cmd_parse_build_commands 0:0: bind
1788556958.348066 cmd_parse_build_commands 0:1: -Tcopy-mode
1788556958.348072 cmd_parse_build_commands 0:2: M-Down
1788556958.348078 cmd_parse_build_commands 0:3 0:0: send
1788556958.348084 cmd_parse_build_commands 0:3 0:1: -X
1788556958.348090 cmd_parse_build_commands 0:3 0:2: halfpage-down
1788556958.348096 cmd_parse_build_commands 0:0: send
1788556958.348103 cmd_parse_build_commands 0:1: -X
1788556958.348109 cmd_parse_build_commands 0:2: halfpage-down
1788556958.348116 args_parse_flags: next -X
1788556958.348122 args_parse_flags: -X
1788556958.348128 args_parse_flags: next halfpage-down
1788556958.348134 args_parse: flags end at 2 of 3
1788556958.348141 args_parse: 2 = halfpage-down (type STRING)
1788556958.348147 cmd_parse_build_commands: send-keys -X halfpage-down
1788556958.348154 args_parse_flags: next -Tcopy-mode
1788556958.348160 args_parse_flag_argument: -T = copy-mode
1788556958.348166 args_parse_flags: next M-Down
1788556958.348172 args_parse: flags end at 2 of 4
1788556958.348176 args_parse: 2 = M-Down (type STRING)
1788556958.348184 args_parse: 3 = send-keys -X halfpage-down (type COMMANDS)
1788556958.348193 cmd_parse_build_commands: bind-key -T copy-mode M-Down { send-keys -X halfpage-down }
1788556958.348199 cmdq_get_command: [bind-key/0x55e89ab5d750] group 2077
1788556958.348205 cmdq_append <global>: [bind-key/0x55e89ab5d750]
1788556958.348212 yylex_token: end at WS
1788556958.348218 yylex_token: bind
1788556958.348224 yylex_token: end at WS
1788556958.348230 yylex_token: -Tcopy-mode
1788556958.348236 yylex_token: end at WS
1788556958.348243 yylex_token: C-Up
1788556958.348249 yylex_token: end at WS
1788556958.348255 yylex_token: send
1788556958.348261 yylex_token: end at WS
1788556958.348267 yylex_token: -X
1788556958.348273 yylex_token: end at WS
1788556958.348279 yylex_token: scroll-up
1788556958.348284 cmd_parse_build_commands 0:0: bind
1788556958.348292 cmd_parse_build_commands 0:1: -Tcopy-mode
1788556958.348298 cmd_parse_build_commands 0:2: C-Up
1788556958.348303 cmd_parse_build_commands 0:3 0:0: send
1788556958.348309 cmd_parse_build_commands 0:3 0:1: -X
1788556958.348315 cmd_parse_build_commands 0:3 0:2: scroll-up
1788556958.348322 cmd_parse_build_commands 0:0: send
1788556958.348328 cmd_parse_build_commands 0:1: -X
1788556958.348334 cmd_parse_build_commands 0:2: scroll-up
1788556958.348341 args_parse_flags: next -X
1788556958.348347 args_parse_flags: -X
1788556958.348353 args_parse_flags: next scroll-up
1788556958.348359 args_parse: flags end at 2 of 3
1788556958.348365 args_parse: 2 = scroll-up (type STRING)
1788556958.348372 cmd_parse_build_commands: send-keys -X scroll-up
1788556958.348378 args_parse_flags: next -Tcopy-mode
1788556958.348385 args_parse_flag_argument: -T = copy-mode
1788556958.348391 args_parse_flags: next C-Up
1788556958.348397 args_parse: flags end at 2 of 4
1788556958.348403 args_parse: 2 = C-Up (type STRING)
1788556958.348409 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1788556958.348417 cmd_parse_build_commands: bind-key -T copy-mode C-Up { send-keys -X scroll-up }
1788556958.348428 cmdq_get_command: [bind-key/0x55e89ab5dc50] group 2085
1788556958.348436 cmdq_append <global>: [bind-key/0x55e89ab5dc50]
1788556958.348442 yylex_token: end at WS
1788556958.348448 yylex_token: bind
1788556958.348454 yylex_token: end at WS
1788556958.348460 yylex_token: -Tcopy-mode
1788556958.348467 yylex_token: end at WS
1788556958.348473 yylex_token: C-Down
1788556958.348479 yylex_token: end at WS
1788556958.348485 yylex_token: send
1788556958.348491 yylex_token: end at WS
1788556958.348497 yylex_token: -X
1788556958.348503 yylex_token: end at WS
1788556958.348509 yylex_token: scroll-down
1788556958.348516 cmd_parse_build_commands 0:0: bind
1788556958.348522 cmd_parse_build_commands 0:1: -Tcopy-mode
1788556958.348528 cmd_parse_build_commands 0:2: C-Down
1788556958.348534 cmd_parse_build_commands 0:3 0:0: send
1788556958.348540 cmd_parse_build_commands 0:3 0:1: -X
1788556958.348546 cmd_parse_build_commands 0:3 0:2: scroll-down
1788556958.348555 cmd_parse_build_commands 0:0: send
1788556958.348561 cmd_parse_build_commands 0:1: -X
1788556958.348567 cmd_parse_build_commands 0:2: scroll-down
1788556958.348574 args_parse_flags: next -X
1788556958.348580 args_parse_flags: -X
1788556958.348587 args_parse_flags: next scroll-down
1788556958.348593 args_parse: flags end at 2 of 3
1788556958.348599 args_parse: 2 = scroll-down (type STRING)
1788556958.348606 cmd_parse_build_commands: send-keys -X scroll-down
1788556958.348612 args_parse_flags: next -Tcopy-mode
1788556958.348618 args_parse_flag_argument: -T = copy-mode
1788556958.348623 args_parse_flags: next C-Down
1788556958.348630 args_parse: flags end at 2 of 4
1788556958.348636 args_parse: 2 = C-Down (type STRING)
1788556958.348643 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1788556958.348651 cmd_parse_build_commands: bind-key -T copy-mode C-Down { send-keys -X scroll-down }
1788556958.348657 cmdq_get_command: [bind-key/0x55e89ab5e160] group 2093
1788556958.348663 cmdq_append <global>: [bind-key/0x55e89ab5e160]
1788556958.348670 yylex_token: end at WS
1788556958.348676 yylex_token: bind
1788556958.348682 yylex_token: end at WS
1788556958.348688 yylex_token: -Tcopy-mode-vi
1788556958.348694 yylex_token: end at WS
1788556958.348701 yylex_token: #
1788556958.348707 yylex_token: end at WS
1788556958.348713 yylex_token: send
1788556958.348719 yylex_token: end at WS
1788556958.348725 yylex_token: -FX
1788556958.348731 yylex_token: end at WS
1788556958.348738 yylex_token: search-backward
1788556958.348744 yylex_token: end at WS
1788556958.348750 yylex_token: --
1788556958.348756 yylex_token: end at WS
1788556958.348762 yylex_token: #{copy_cursor_word}
1788556958.348769 cmd_parse_build_commands 0:0: bind
1788556958.348775 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788556958.348781 cmd_parse_build_commands 0:2: #
1788556958.348788 cmd_parse_build_commands 0:3 0:0: send
1788556958.348793 cmd_parse_build_commands 0:3 0:1: -FX
1788556958.348813 cmd_parse_build_commands 0:3 0:2: search-backward
1788556958.348819 cmd_parse_build_commands 0:3 0:3: --
1788556958.348826 cmd_parse_build_commands 0:3 0:4: #{copy_cursor_word}
1788556958.348832 cmd_parse_build_commands 0:0: send
1788556958.348838 cmd_parse_build_commands 0:1: -FX
1788556958.348844 cmd_parse_build_commands 0:2: search-backward
1788556958.348851 cmd_parse_build_commands 0:3: --
1788556958.348857 cmd_parse_build_commands 0:4: #{copy_cursor_word}
1788556958.348864 args_parse_flags: next -FX
1788556958.348870 args_parse_flags: -F
1788556958.348876 args_parse_flags: -X
1788556958.348883 args_parse_flags: next search-backward
1788556958.348889 args_parse: flags end at 2 of 5
1788556958.348895 args_parse: 2 = search-backward (type STRING)
1788556958.348902 args_parse: 3 = -- (type STRING)
1788556958.348908 args_parse: 4 = #{copy_cursor_word} (type STRING)
1788556958.348916 cmd_parse_build_commands: send-keys -FX search-backward -- "#{copy_cursor_word}"
1788556958.348923 args_parse_flags: next -Tcopy-mode-vi
1788556958.348929 args_parse_flag_argument: -T = copy-mode-vi
1788556958.348940 args_parse_flags: next #
1788556958.348947 args_parse: flags end at 2 of 4
1788556958.348954 args_parse: 2 = # (type STRING)
1788556958.348962 args_parse: 3 = send-keys -FX search-backward -- "#{copy_cursor_word}" (type COMMANDS)
1788556958.348972 cmd_parse_build_commands: bind-key -T copy-mode-vi \\# { send-keys -FX search-backward -- "#{copy_cursor_word}" }
1788556958.348979 cmdq_get_command: [bind-key/0x55e89ab5ea70] group 2101
1788556958.348985 cmdq_append <global>: [bind-key/0x55e89ab5ea70]
1788556958.348992 yylex_token: end at WS
1788556958.348998 yylex_token: bind
1788556958.349004 yylex_token: end at WS
1788556958.349010 yylex_token: -Tcopy-mode-vi
1788556958.349016 yylex_token: end at WS
1788556958.349022 yylex_token: *
1788556958.349029 yylex_token: end at WS
1788556958.349035 yylex_token: send
1788556958.349041 yylex_token: end at WS
1788556958.349047 yylex_token: -FX
1788556958.349053 yylex_token: end at WS
1788556958.349059 yylex_token: search-forward
1788556958.349066 yylex_token: end at WS
1788556958.349070 yylex_token: --
1788556958.349078 yylex_token: end at WS
1788556958.349082 yylex_token: #{copy_cursor_word}
1788556958.349088 cmd_parse_build_commands 0:0: bind
1788556958.349095 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788556958.349100 cmd_parse_build_commands 0:2: *
1788556958.349106 cmd_parse_build_commands 0:3 0:0: send
1788556958.349112 cmd_parse_build_commands 0:3 0:1: -FX
1788556958.349118 cmd_parse_build_commands 0:3 0:2: search-forward
1788556958.349124 cmd_parse_build_commands 0:3 0:3: --
1788556958.349130 cmd_parse_build_commands 0:3 0:4: #{copy_cursor_word}
1788556958.349136 cmd_parse_build_commands 0:0: send
1788556958.349142 cmd_parse_build_commands 0:1: -FX
1788556958.349148 cmd_parse_build_commands 0:2: search-forward
1788556958.349154 cmd_parse_build_commands 0:3: --
1788556958.349161 cmd_parse_build_commands 0:4: #{copy_cursor_word}
1788556958.349168 args_parse_flags: next -FX
1788556958.349174 args_parse_flags: -F
1788556958.349180 args_parse_flags: -X
1788556958.349186 args_parse_flags: next search-forward
1788556958.349190 args_parse: flags end at 2 of 5
1788556958.349196 args_parse: 2 = search-forward (type STRING)
1788556958.349201 args_parse: 3 = -- (type STRING)
1788556958.349211 args_parse: 4 = #{copy_cursor_word} (type STRING)
1788556958.349219 cmd_parse_build_commands: send-keys -FX search-forward -- "#{copy_cursor_word}"
1788556958.349226 args_parse_flags: next -Tcopy-mode-vi
1788556958.349232 args_parse_flag_argument: -T = copy-mode-vi
1788556958.349239 args_parse_flags: next *
1788556958.349245 args_parse: flags end at 2 of 4
1788556958.349251 args_parse: 2 = * (type STRING)
1788556958.349259 args_parse: 3 = send-keys -FX search-forward -- "#{copy_cursor_word}" (type COMMANDS)
1788556958.349269 cmd_parse_build_commands: bind-key -T copy-mode-vi * { send-keys -FX search-forward -- "#{copy_cursor_word}" }
1788556958.349276 cmdq_get_command: [bind-key/0x55e89ab5f360] group 2109
1788556958.349282 cmdq_append <global>: [bind-key/0x55e89ab5f360]
1788556958.349289 yylex_token: end at WS
1788556958.349295 yylex_token: bind
1788556958.349301 yylex_token: end at WS
1788556958.349308 yylex_token: -Tcopy-mode-vi
1788556958.349314 yylex_token: end at WS
1788556958.349320 yylex_token: C-c
1788556958.349326 yylex_token: end at WS
1788556958.349332 yylex_token: send
1788556958.349338 yylex_token: end at WS
1788556958.349344 yylex_token: -X
1788556958.349349 yylex_token: end at WS
1788556958.349355 yylex_token: cancel
1788556958.349363 cmd_parse_build_commands 0:0: bind
1788556958.349368 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788556958.349374 cmd_parse_build_commands 0:2: C-c
1788556958.349380 cmd_parse_build_commands 0:3 0:0: send
1788556958.349386 cmd_parse_build_commands 0:3 0:1: -X
1788556958.349392 cmd_parse_build_commands 0:3 0:2: cancel
1788556958.349398 cmd_parse_build_commands 0:0: send
1788556958.349404 cmd_parse_build_commands 0:1: -X
1788556958.349410 cmd_parse_build_commands 0:2: cancel
1788556958.349417 args_parse_flags: next -X
1788556958.349423 args_parse_flags: -X
1788556958.349434 args_parse_flags: next cancel
1788556958.349441 args_parse: flags end at 2 of 3
1788556958.349447 args_parse: 2 = cancel (type STRING)
1788556958.349454 cmd_parse_build_commands: send-keys -X cancel
1788556958.349461 args_parse_flags: next -Tcopy-mode-vi
1788556958.349467 args_parse_flag_argument: -T = copy-mode-vi
1788556958.349473 args_parse_flags: next C-c
1788556958.349478 args_parse: flags end at 2 of 4
1788556958.349485 args_parse: 2 = C-c (type STRING)
1788556958.349491 args_parse: 3 = send-keys -X cancel (type COMMANDS)
1788556958.349499 cmd_parse_build_commands: bind-key -T copy-mode-vi C-c { send-keys -X cancel }
1788556958.349506 cmdq_get_command: [bind-key/0x55e89ab5f630] group 2117
1788556958.349512 cmdq_append <global>: [bind-key/0x55e89ab5f630]
1788556958.349518 yylex_token: end at WS
1788556958.349524 yylex_token: bind
1788556958.349530 yylex_token: end at WS
1788556958.349536 yylex_token: -Tcopy-mode-vi
1788556958.349543 yylex_token: end at WS
1788556958.349549 yylex_token: C-d
1788556958.349555 yylex_token: end at WS
1788556958.349561 yylex_token: send
1788556958.349568 yylex_token: end at WS
1788556958.349574 yylex_token: -X
1788556958.349580 yylex_token: end at WS
1788556958.349586 yylex_token: halfpage-down
1788556958.349593 cmd_parse_build_commands 0:0: bind
1788556958.349599 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1788556958.349605 cmd_parse_build_commands 0:2: C-d
1788556958.349611 cmd_parse_build_commands 0:3 0:0: send
1788556958.349617 cmd_parse_build_commands 0:3 0:1: -X
1788556958.349624 cmd_parse_build_commands 0:3 0:2: halfpage-down
1788556958.349630 cmd_parse_build_commands 0:0: send
1788556958.349636 cmd_parse_build_commands 0:1: -X
1788556958.349642 cmd_parse_build_commands 0:2: halfpage-down
1788556958.349649 args_parse_flags: next -X
1788556958.349655 args_parse_flags: -X
1788556958.349661 args_parse_flags: next halfpage-down
1788556958.349668 args_parse: flags end at 2 of 3
1788556958.349674 args_parse: 2 = halfpage-down (type STRING)
1788556958.349681 cmd_parse_build_commands: send-keys -X halfpage-down
1788556958.349687 args_parse_flags: next -Tcopy-mode-vi
1788556958.349693 args_parse_flag_argument: -T = copy-mode-vi
1788556958.349699 args_parse_flags: next C-d
